id;NUMBER_OF_INSTALMENTS;TYPE_OF_LEASE;CAR_PRICE;DOWNPAYMENT_TO_CAR_PRICE;RESIDUAL_VALUE_TO_CAR_PRICE;LEGAL_FORM_group;WHETHER_CUSTOMER_BEFORE;CUSTOMER_FOR;NET_ASSETS;ANNUAL_TURNOVER_LAST_YEAR;ANNUAL_COSTS;ANNUAL_INCOME_LAST_YEAR;NUMBER_OF_EMPLOYEES;COMPANY_AGE;REGION;PKD_group;PKD_section;EMAIL;PHONE;TYPE_OF_VEHICLE;VEHICLE_AGE;FRAUD
11826;26;FL;67908;0.3000;0.1700;freelancer;no;0;?;4817000.5;0;321601;6;3;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
11827;26;FL;67908;0.3000;0.1700;freelancer;no;0;?;4817000.5;0;321601;6;3;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
11828;26;FL;67908;0.3000;0.1700;freelancer;no;0;?;4817000.5;0;321601;6;3;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
11829;24;FL;74852;0.4500;0.1900;freelancer;yes;2;?;4817000.5;0;321601;6;5;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;LKW;0;NO
11830;24;FL;74852;0.4500;0.1900;freelancer;yes;2;?;4817000.5;0;321601;6;5;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;LKW;0;NO
11831;60;FL;81300.81;0.4500;0.0100;freelancer;no;0;?;0;0;0;1;0;Krakow_Malopolska;services;H;NO;YES;PKW;0;NO
11832;36;FL;65365.85;0.4500;0.0100;freelancer;no;0;0;27015200;0;4521007;3;4;Warszawa_Mazowsze;building;F;YES;YES;PKW;0;NO
11833;36;FL;91902.44;0.4500;0.0100;freelancer;yes;0;0;27015200;0;4521007;3;4;Warszawa_Mazowsze;building;F;YES;YES;PKW;0;NO
11834;36;FL;61300.81;0.3000;0.0100;freelancer;yes;0;0;27015200;0;4521007;3;5;Warszawa_Mazowsze;building;F;YES;YES;PKW;0;NO
11835;36;FL;106341.46;0.1000;0.0100;capital_company;no;0;1121017;836256.21;0;67365.46;4;4;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
11836;24;FL;54227.64;0.3000;0.1900;freelancer;no;0;?;33000;0;20000;0;1;Krakow_Malopolska;services;H;NO;YES;PKW;0;NO
11837;48;FL;94308.94;0.3000;0.0100;freelancer;no;0;?;2000929;0;416088;19;28;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
11838;48;FL;84146.34;0.3865;0.0100;freelancer;no;0;0;91205;0;57146;0;6;Katowice_Gorny_Slask;services;G;NO;YES;PKW;1;NO
11839;36;FL;104065.04;0.2000;0.0100;capital_company;no;0;53604734.4;107924806;0;5853003.41;470;10;Wroclaw_Dolny_Slask;building;F;NO;YES;PKW;0;NO
11840;36;FL;56097.56;0.2000;0.0100;freelancer;no;0;0;100000;0;72041;0;6;Bialystok_Podlasie;services;Q;NO;YES;PKW;0;NO
11841;24;FL;71951.22;0.4500;0.1900;freelancer;no;0;0;1799000;0;200000;2;6;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;1;NO
11842;36;FL;40796.75;0.4000;0.0100;freelancer;no;0;0;0;24000;0;0;0;Poznan_Wielkopolska;building;F;NO;NO;PKW;0;NO
11843;36;FL;94837.4;0.2000;0.0100;freelancer;no;0;?;226566.79;0;177372;0;20;Dolny_Slask;building;F;NO;YES;PKW;0;NO
11844;36;FL;68617.89;0.2000;0.0100;capital_company;no;0;65549000;28432000;0;5045000;19;19;Lublin_Chelm;?;?;NO;YES;PKW;0;NO
11845;36;FL;86080.49;0.3000;0.0100;freelancer;no;0;0;96000;0;60000;0;2;Szczecin_Pomorze_Zachodnie;services;Q;NO;NO;PKW;0;NO
11846;48;FL;91138.21;0.3000;0.0100;freelancer;no;0;?;300125.57;0;145677.24;0;14;Katowice_Gorny_Slask;services;Q;NO;YES;PKW;0;NO
11847;28;FL;87479.67;0.1000;0.1367;capital_company;no;0;7028562;41033630;0;-2067447;98;1;Katowice_Gorny_Slask;services;H;NO;YES;PKW;0;NO
11848;36;FL;17276.42;0.2000;0.0100;capital_company;no;0;0;0;0;0;2;1;Warszawa_Mazowsze;services;J;NO;NO;PKW;5;NO
11849;60;FL;102073.17;0.1000;0.0100;freelancer;no;0;?;248228;0;60890;0;2;Warszawa_Mazowsze;building;F;NO;NO;PKW;0;YES
11850;36;FL;40365.87;0.2000;0.0100;capital_company;no;0;14461254.9;25495939.3;0;452907.75;25;8;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11851;48;FL;71617.25;0.1000;0.0100;freelancer;no;0;0;1453688;0;46420;18;5;Katowice_Gorny_Slask;services;H;NO;YES;PKW;0;NO
11852;60;FL;110569.11;0.1000;0.0100;freelancer;yes;0;0;1453688;0;46420;18;5;Katowice_Gorny_Slask;services;H;NO;YES;PKW;0;NO
11853;60;FL;229268.29;0.2000;0.0100;freelancer;yes;1;0;1453688;0;46420;18;6;Katowice_Gorny_Slask;services;H;NO;YES;PKW;1;NO
11854;36;FL;49024.39;0.3000;0.0100;freelancer;no;0;0;1832.11;0;-32242.24;1;0;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11855;60;FL;53373.98;0.2000;0.0100;freelancer;no;0;?;38000;0;30000;1;2;Bydgoszcz_Torun_Kujawy;services;Q;NO;NO;PKW;0;NO
11856;36;FL;91443.9;0.2000;0.0100;freelancer;no;0;0;231574.99;0;194889.11;0;4;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
11857;48;FL;148373.98;0.1000;0.0100;capital_company;no;0;13767629.8;28740387.3;0;2374084.13;105;17;Zielona_Gora_Lubuskie;production;C;NO;YES;PKW;0;NO
11858;36;FL;150825.2;0.4500;0.0100;other;no;0;317734839;14452730;0;3292978;105;16;Warszawa_Mazowsze;services;K;NO;YES;PKW;0;NO
11859;30;FL;141300.81;0.4500;0.0700;freelancer;no;0;?;130000;0;60000;1;10;Krakow_Malopolska;services;Q;NO;YES;PKW;0;NO
11860;36;FL;31292.68;0.2598;0.0100;freelancer;no;0;?;807145.13;0;38447.17;10;13;Bydgoszcz_Torun_Kujawy;?;?;NO;YES;PKW;0;NO
11861;24;FL;68536.6;0.4500;0.2500;freelancer;no;0;?;273330;0;148496;2;15;Bialystok_Podlasie;services;M;NO;YES;PKW;0;NO
11862;36;FL;105691.06;0.2000;0.0100;capital_company;no;0;1025285.53;4649848.18;0;325886.28;15;8;Warszawa_Mazowsze;services;J;NO;YES;PKW;0;NO
11863;36;FL;49390.24;0.2000;0.0100;capital_company;no;0;1469698.04;4439452.9;0;4430.66;14;13;Warszawa_Mazowsze;production;A;NO;YES;PKW;0;NO
11864;36;FL;47577.24;0.2000;0.0100;capital_company;yes;1;1469698.04;4439452.9;0;4430.66;14;15;Warszawa_Mazowsze;production;A;NO;YES;PKW;0;NO
11865;48;FL;312195.12;0.2500;0.0100;freelancer;no;0;?;188392.32;0;70923.37;1;10;Warszawa_Mazowsze;sale;L;NO;YES;PKW;0;NO
11866;36;FL;36585.38;0.4500;0.0100;freelancer;no;0;?;34388;0;27779;2;19;Koszalin_Pomorze_Srodkowe;services;M;NO;YES;PKW;0;NO
11867;36;FL;35934.96;0.1000;0.0100;other;no;0;412286;3595642;0;33155;38;11;Krakow_Malopolska;services;Q;NO;YES;PKW;1;NO
11868;36;FL;44980.49;0.3000;0.0100;freelancer;no;0;0;198327.29;0;114947.05;1;2;Opole_Dolny_Slask;services;F;NO;YES;PKW;0;NO
11869;36;FL;53252.03;0.2000;0.0100;freelancer;no;0;?;482860;0;35000;3;6;Lodz_Ziemia_Lodzka;building;F;NO;NO;PKW;0;NO
11870;60;FL;105713.82;0.1923;0.0100;freelancer;no;0;0;103007.01;0;19650.51;0;15;Lublin_Chelm;services;Q;NO;YES;PKW;0;NO
11871;36;FL;56097.56;0.2000;0.0100;freelancer;no;0;?;70000;0;20000;3;1;Bialystok_Podlasie;services;M;NO;YES;PKW;1;NO
11872;36;FL;125691.06;0.1000;0.0100;freelancer;no;0;?;342720;0;300000;1;3;Lublin_Chelm;production;C;NO;YES;PKW;0;NO
11873;36;FL;86500;0.4157;0.0104;personal_company;no;0;0;2488113.7;0;207820.4;8;8;Lodz_Ziemia_Lodzka;sale;G;YES;YES;PKW;1;NO
11874;24;FL;59349.59;0.2000;0.1900;freelancer;no;0;?;2310273.3;0;163963.09;19;18;Warszawa_Mazowsze;?;?;NO;YES;PKW;1;NO
11875;36;FL;101000;0.4500;0.0100;freelancer;no;0;?;481784;0;82348;6;8;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11876;36;FL;86000;0.2500;0.0100;personal_company;no;0;?;2884423;0;104407;7;4;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;1;NO
11877;36;FL;46504.07;0.2000;0.0100;freelancer;no;0;?;20471;0;11925.37;0;4;Lodz_Ziemia_Lodzka;services;Q;NO;NO;PKW;0;NO
11878;60;FL;71544.73;0.4500;0.0500;freelancer;no;0;0;180544;0;-5690;0;2;Poznan_Wielkopolska;building;F;YES;YES;PKW;0;NO
11879;24;FL;44447.14;0.2000;0.1900;freelancer;no;0;?;1732363.94;0;484924.82;10;18;Szczecin_Pomorze_Zachodnie;services;G;NO;YES;PKW;0;NO
11880;36;FL;50243.9;0.1000;0.0100;capital_company;no;0;?;?;0;?;13;3;Warszawa_Mazowsze;services;J;YES;YES;PKW;0;NO
11881;36;FL;45869.93;0.2000;0.0100;capital_company;yes;0;?;?;0;?;13;4;Warszawa_Mazowsze;services;J;YES;YES;PKW;0;NO
11882;36;FL;109008.13;0.3878;0.0100;freelancer;no;0;0;229016.72;0;104373.99;1;5;Olsztyn_Warmia_Mazury;services;M;NO;YES;PKW;0;NO
11883;36;FL;124560.99;0.2000;0.0100;freelancer;no;0;?;94618;0;46596;0;8;Warszawa_Mazowsze;services;R;NO;YES;PKW;0;NO
11884;24;FL;92100;0.3531;0.1900;capital_company;yes;0;57008000;42944000;0;3676000;50;6;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;YES;YES;PKW;0;NO
11885;24;FL;150934.96;0.4500;0.1900;freelancer;no;0;4094851.25;9000000;0;460000;19;21;Dolny_Slask;sale;G;NO;NO;PKW;0;NO
11886;60;FL;58983;0.1000;0.0100;other;no;0;?;2708274;0;306168;45;8;Katowice_Gorny_Slask;services;S;NO;YES;PKW;0;NO
11887;36;FL;114878.05;0.2000;0.0100;civil_partnership;no;0;1;2345558;0;245271;25;5;Warszawa_Mazowsze;services;Q;NO;YES;PKW;0;NO
11888;36;FL;141463.41;0.3000;0.0100;freelancer;no;0;?;2353237;0;61206;8;7;Bydgoszcz_Torun_Kujawy;sale;G;NO;YES;PKW;0;NO
11889;60;FL;108530.08;0.1000;0.0100;freelancer;yes;2;?;3811312;0;525170;0;17;Poznan_Wielkopolska;production;C;NO;YES;LKW;0;NO
11890;30;FL;57500;0.1500;0.1033;freelancer;no;0;?;3811312;0;525170;0;14;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
11891;36;FL;103739.84;0.4000;0.0300;capital_company;no;0;820068.87;3605244.5;0;349048.23;4;13;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;0;NO
11892;24;FL;101747.97;0.4473;0.1900;freelancer;no;0;0;292600;0;205000;1;15;Szczecin_Pomorze_Zachodnie;services;Q;NO;YES;PKW;0;NO
11893;24;FL;40243.9;0.2000;0.1900;freelancer;no;0;?;1851612.03;0;338958.01;5;2;Wroclaw_Dolny_Slask;sale;G;NO;YES;PKW;1;NO
11894;36;FL;58536.6;0.2000;0.0100;freelancer;no;0;?;7143;0;107;0;1;Olsztyn_Warmia_Mazury;building;F;NO;NO;PKW;0;NO
11895;60;FL;405691.06;0.2500;0.0100;personal_company;no;0;8502076.01;989317.45;0;743310.09;15;1;Koszalin_Pomorze_Srodkowe;services;L;NO;YES;PKW;0;NO
11896;36;FL;122193.51;0.3000;0.0100;freelancer;no;0;?;4544535.92;0;483003.97;11;5;Warszawa_Mazowsze;sale;G;NO;YES;LKW;0;NO
11897;36;FL;67666.67;0.1000;0.0100;freelancer;no;0;0;0;0;0;1;0;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11898;36;FL;36707.32;0.4500;0.0100;freelancer;no;0;0;854287.31;0;226171.35;8;5;Szczecin_Pomorze_Zachodnie;education;P;NO;YES;PKW;0;NO
11899;36;FL;101040.65;0.3219;0.0100;civil_partnership;no;0;?;323952;0;202846;2;1;Lublin_Chelm;services;M;NO;NO;PKW;0;NO
11900;36;FL;102682.93;0.3167;0.0100;civil_partnership;no;0;?;323952;0;202846;2;1;Lublin_Chelm;services;M;NO;NO;PKW;0;NO
11901;36;FL;50500;0.1000;0.0100;freelancer;no;0;?;5412112.78;0;291626.24;10;12;Lublin_Chelm;?;?;NO;YES;PKW;0;NO
11902;36;FL;113739.84;0.2000;0.0100;capital_company;no;0;43087000;66400000;0;1737000;290;18;Szczecin_Pomorze_Zachodnie;production;C;NO;YES;PKW;0;NO
11903;36;FL;119158.54;0.4500;0.0100;freelancer;no;0;?;357500;0;94725.55;0;19;Warszawa_Mazowsze;?;?;NO;YES;PKW;1;NO
11904;48;FL;44715.43;0.2000;0.0100;freelancer;no;0;?;0;0;-6284.65;1;1;Warszawa_Mazowsze;services;K;NO;NO;PKW;0;NO
11905;36;FL;79664.23;0.1000;0.0100;capital_company;yes;0;801804;1734952;0;361662;14;3;Bydgoszcz_Torun_Kujawy;services;J;NO;YES;PKW;0;NO
11906;36;FL;71181.3;0.1000;0.0100;capital_company;no;0;801804;1734952;0;361662;14;3;Bydgoszcz_Torun_Kujawy;services;J;NO;YES;PKW;0;NO
11907;36;FL;71181.3;0.1000;0.0100;capital_company;no;0;801804;1734952;0;361662;14;3;Bydgoszcz_Torun_Kujawy;services;J;NO;YES;PKW;0;NO
11908;36;FL;51260.16;0.2000;0.0100;personal_company;no;0;324773.36;0;0;0;20;0;Wroclaw_Dolny_Slask;production;C;NO;YES;PKW;0;NO
11909;48;FL;108617.89;0.1000;0.0100;freelancer;no;0;?;455961.21;0;7565.14;2;1;Zielona_Gora_Lubuskie;sale;G;NO;YES;PKW;0;NO
11910;36;FL;70959.35;0.2500;0.0100;freelancer;no;0;?;180000;0;90000;0;10;Olsztyn_Warmia_Mazury;?;?;NO;YES;PKW;0;NO
11911;60;FL;98000;0.2000;0.0100;freelancer;no;0;?;497062.12;0;47220.91;1;1;Poznan_Wielkopolska;building;F;NO;YES;PKW;1;YES
11912;60;FL;120000;0.2000;0.0100;freelancer;yes;0;?;497062.12;0;47220.91;1;1;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;YES
11913;36;FL;97991.06;0.4500;0.0100;freelancer;no;0;?;2013573.43;0;286070.85;15;7;Gdansk_Gdynia_Pomorze_Gdanskie;services;O;YES;YES;PKW;1;NO
11914;60;FL;160447.15;0.4000;0.0100;freelancer;yes;0;?;2013573.43;0;286070.85;15;7;Gdansk_Gdynia_Pomorze_Gdanskie;services;O;YES;YES;PKW;0;NO
11915;60;FL;43658.52;0.1000;0.0100;freelancer;no;0;?;948297.68;0;18523.65;5;7;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11916;36;FL;61951.22;0.3000;0.0100;freelancer;no;0;0;47278.65;0;32082.96;0;16;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
11917;36;FL;258536.6;0.3711;0.0100;freelancer;no;0;?;2812868.07;0;724585.95;1;14;Warszawa_Mazowsze;services;I;NO;NO;PKW;0;NO
11918;48;FL;98943.09;0.1000;0.0100;capital_company;no;0;1706327.04;7891547.58;0;98182.88;9;7;Wroclaw_Dolny_Slask;sale;G;NO;YES;PKW;1;NO
11919;36;FL;63869.92;0.3000;0.0100;freelancer;no;0;?;374831;0;45050;3;2;Lodz_Ziemia_Lodzka;services;R;NO;YES;PKW;0;NO
11920;48;FL;58130.08;0.3000;0.0100;freelancer;no;0;?;96659;0;76641;1;11;Opole_Dolny_Slask;?;?;NO;YES;PKW;0;NO
11921;48;FL;51888.62;0.1500;0.0100;civil_partnership;no;0;?;0;0;0;2;0;Szczecin_Pomorze_Zachodnie;services;K;NO;YES;PKW;0;NO
11922;36;FL;90317.07;0.2000;0.0100;capital_company;no;0;9235703;15437265;0;600143;26;8;Warszawa_Mazowsze;?;?;NO;NO;PKW;0;NO
11923;36;FL;59593.51;0.2000;0.0100;freelancer;no;0;?;150000;0;130000;0;2;Rzeszow_Podkarpacie_Bieszczady;services;Q;NO;NO;PKW;0;NO
11924;36;FL;42918.7;0.2000;0.0100;freelancer;no;0;0;141890;0;26519;0;3;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11925;60;FL;116829.27;0.1001;0.1000;freelancer;no;0;0;180560;0;92500;0;7;Warszawa_Mazowsze;services;M;NO;YES;PKW;1;NO
11926;36;FL;42512.21;0.1014;0.0100;freelancer;no;0;0;0;0;0;10;16;Bialystok_Podlasie;services;N;NO;NO;PKW;0;NO
11927;36;FL;40365.86;0.4500;0.0100;freelancer;no;0;0;0;5400;0;1;0;Gdansk_Gdynia_Pomorze_Gdanskie;services;K;NO;YES;PKW;0;NO
11928;36;FL;52845.53;0.2000;0.0100;freelancer;no;0;?;231975;0;65482;3;5;Olsztyn_Warmia_Mazury;services;K;NO;YES;PKW;2;NO
11929;24;FL;53798;0.4500;0.1900;freelancer;no;0;?;1916138.24;0;534661.61;2;21;Zielona_Gora_Lubuskie;sale;G;NO;YES;PKW;0;NO
11930;48;FL;96731.71;0.3094;0.0100;freelancer;no;0;0;1508552.19;0;74272.45;7;19;Krakow_Malopolska;services;H;YES;YES;PKW;0;NO
11931;36;FL;135422.76;0.1214;0.0100;freelancer;no;0;?;189765;0;141675;1;20;Krakow_Malopolska;services;Q;YES;YES;PKW;1;NO
11932;36;FL;36373.98;0.3000;0.0100;freelancer;no;0;?;0;0;0;1;0;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11933;36;FL;31300.81;0.4500;0.0100;civil_partnership;no;0;0;1574372;0;198106;2;10;Lublin_Chelm;sale;G;NO;NO;PKW;0;NO
11934;36;FL;68979.66;0.3000;0.0100;freelancer;no;0;?;70000;0;45000;0;0;Bialystok_Podlasie;services;M;NO;YES;PKW;0;NO
11935;36;FL;102439.02;0.3000;0.0100;freelancer;no;0;0;361917;0;296970;0;11;Bydgoszcz_Torun_Kujawy;services;M;NO;YES;PKW;0;NO
11936;48;FL;43577.24;0.1679;0.0100;freelancer;no;0;0;29236;0;5773;7;10;Poznan_Wielkopolska;sale;G;NO;NO;PKW;0;NO
11937;36;FL;24674.8;0.3954;0.0100;capital_company;no;0;15204;35367;0;7759;1;1;Kielce_Radom_Gory_Swietokrzyskie;services;J;NO;YES;PKW;0;NO
11938;24;FL;61252.05;0.2000;0.1900;freelancer;no;0;?;44077;0;34949;0;7;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11939;48;FL;159795.12;0.1500;0.1000;freelancer;no;0;?;170540;0;64193;1;4;Warszawa_Mazowsze;services;J;NO;YES;PKW;0;NO
11940;36;FL;36843.9;0.2000;0.0100;capital_company;no;0;4458000;4950000;0;546144;210;7;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;YES
11941;36;FL;36843.9;0.2000;0.0100;capital_company;no;0;4458000;4950000;0;546144;210;7;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;YES
11942;36;FL;36843.9;0.2000;0.0100;capital_company;no;0;4458000;4950000;0;546144;210;7;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
11943;36;FL;36419.51;0.2000;0.0100;capital_company;no;0;4458000;4950000;0;546144;210;7;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;YES
11944;25;OL;42397;0.0000;0.9330;freelancer;no;0;?;?;4800;?;?;?;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
11945;36;FL;42780.49;0.1000;0.0100;freelancer;no;0;?;182440;0;26849;4;0;Katowice_Gorny_Slask;building;F;NO;YES;PKW;1;NO
11946;24;FL;58373.98;0.4500;0.1900;capital_company;no;0;14215788;27371899;0;369284.73;16;10;Wroclaw_Dolny_Slask;sale;G;NO;YES;PKW;0;NO
11947;36;FL;81300.81;0.3000;0.0100;freelancer;no;0;?;0;0;0;3;0;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;YES;YES;PKW;0;NO
11948;36;FL;89317.07;0.3000;0.0100;freelancer;no;0;?;91200;0;63896;0;2;Krakow_Malopolska;services;S;NO;NO;PKW;0;NO
11949;36;FL;97073.17;0.3000;0.0100;capital_company;no;0;306511.67;48343.24;0;13927.96;5;2;Warszawa_Mazowsze;building;F;NO;YES;PKW;0;NO
11950;36;FL;60965.04;0.4000;0.2000;freelancer;no;0;?;327294.4;0;109607.96;0;15;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;0;NO
11951;36;FL;52967.48;0.2100;0.0100;freelancer;no;0;?;75609;0;32621;1;2;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
11952;48;FL;51219.51;0.2639;0.0100;freelancer;no;0;?;260570;0;39271;0;20;Bialystok_Podlasie;?;?;NO;NO;PKW;0;NO
11953;36;FL;71138.21;0.4500;0.0100;freelancer;no;0;?;250000;0;60000;0;12;Warszawa_Mazowsze;production;B;NO;YES;PKW;0;NO
11954;36;FL;118473.99;0.2700;0.0100;freelancer;no;0;0;1532809;0;24975;9;4;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;0;NO
11955;36;FL;119631.71;0.4500;0.0100;freelancer;no;0;?;297080;0;244645.4;0;14;Lublin_Chelm;services;Q;NO;YES;PKW;1;NO
11956;24;FL;57886.18;0.3000;0.1900;freelancer;no;0;0;61602;0;53733;0;1;Bydgoszcz_Torun_Kujawy;services;Q;NO;YES;PKW;0;NO
11957;48;FL;172386.18;0.4500;0.0100;freelancer;no;0;?;142000;0;35500;4;15;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
11958;60;FL;37788.62;0.2000;0.0100;civil_partnership;no;0;?;3669692.17;0;413394.68;7;15;Szczecin_Pomorze_Zachodnie;sale;G;NO;YES;PKW;0;NO
11959;36;FL;142276.42;0.4500;0.0100;freelancer;no;0;?;559377.05;0;-22154.36;1;7;Bialystok_Podlasie;building;F;YES;YES;PKW;0;NO
11960;60;FL;61951.22;0.3000;0.0100;freelancer;no;0;0;0;0;0;1;0;Katowice_Gorny_Slask;services;G;NO;NO;PKW;0;NO
11961;24;FL;317630.09;0.4500;0.0100;freelancer;no;0;?;1517916.66;0;261497.08;9;17;Szczecin_Pomorze_Zachodnie;?;?;NO;YES;PKW;0;NO
11962;60;FL;68032.52;0.1000;0.0100;freelancer;no;0;?;124558.37;0;86142.12;1;7;Katowice_Gorny_Slask;?;?;NO;NO;PKW;0;NO
11963;36;FL;76626.02;0.4500;0.0100;freelancer;no;0;?;721328.97;0;269175.11;4;11;Lodz_Ziemia_Lodzka;education;P;NO;NO;PKW;0;NO
11964;36;FL;42520.31;0.2000;0.0100;freelancer;no;0;?;844278.98;0;104399.49;17;20;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
11965;36;FL;81869.92;0.2000;0.1000;freelancer;no;0;?;225179;0;41362;0;10;Zielona_Gora_Lubuskie;services;Q;NO;YES;PKW;0;NO
11966;36;FL;85365.85;0.2000;0.0100;freelancer;no;0;?;4777000;0;400000;22;27;Poznan_Wielkopolska;services;R;NO;YES;PKW;0;NO
11967;36;FL;85365.85;0.2000;0.0100;freelancer;no;0;?;4777000;0;400000;22;27;Poznan_Wielkopolska;services;R;NO;YES;PKW;0;NO
11968;36;FL;39674.8;0.4500;0.0100;capital_company;yes;0;16699345;19468955;0;1402062;102;9;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
11969;36;FL;39674.8;0.4500;0.0100;capital_company;yes;0;16699345;19468955;0;1402062;102;9;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
11970;36;FL;39674.8;0.4500;0.0100;capital_company;yes;0;16699345;19468955;0;1402062;102;9;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
11971;36;FL;256910.57;0.2000;0.0100;capital_company;no;0;16699345;19468955;0;1402062;102;8;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
11972;36;FL;74700;0.2000;0.0100;capital_company;yes;0;16699345;19468955;0;1402062;102;8;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;1;NO
11973;36;FL;61350;0.2000;0.0100;capital_company;yes;0;16699345;19468955;0;1402062;102;8;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;1;NO
11974;36;FL;124507;0.3000;0.0100;freelancer;no;0;?;1562196.85;0;276618.6;5;17;Szczecin_Pomorze_Zachodnie;services;H;NO;YES;PKW;0;NO
11975;48;FL;135235.77;0.4000;0.0100;freelancer;no;0;?;128421.01;0;71973.39;1;22;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
11976;36;FL;67863.4;0.4500;0.0100;freelancer;yes;2;?;93178.26;0;48142.77;0;3;Zielona_Gora_Lubuskie;services;L;YES;NO;LKW;0;NO
11977;28;FL;59756.1;0.4500;0.1367;freelancer;no;0;?;93178.26;0;48142.77;0;1;Zielona_Gora_Lubuskie;services;L;YES;NO;PKW;0;NO
11978;36;FL;64735.77;0.3000;0.0100;freelancer;no;0;?;80000;0;60000;1;11;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
11979;55;FL;75515.45;0.1000;0.0100;freelancer;no;0;?;78099.7;0;25606.97;0;22;Lublin_Chelm;building;F;NO;NO;PKW;0;NO
11980;36;FL;94000;0.2000;0.0100;freelancer;no;0;?;423843;0;361000;0;5;Dolny_Slask;building;F;NO;YES;PKW;0;NO
11981;60;FL;47008.13;0.3000;0.0100;freelancer;no;0;?;1200000;0;24000;0;1;Lodz_Ziemia_Lodzka;services;H;NO;NO;PKW;0;NO
11982;36;FL;57845.53;0.2000;0.0100;freelancer;no;0;?;402914.31;0;17803.39;1;8;Krakow_Malopolska;?;?;NO;YES;PKW;0;NO
11983;60;FL;33495.92;0.1100;0.0100;freelancer;no;0;?;138457.59;0;-37033.94;3;1;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
11984;36;FL;43495.93;0.1000;0.0100;civil_partnership;no;0;0;875577.05;2400;583437.3;5;11;Gdansk_Gdynia_Pomorze_Gdanskie;services;Q;NO;NO;PKW;0;NO
11985;48;FL;120464.34;0.2000;0.0100;freelancer;no;0;?;3500000;0;700000;7;4;Katowice_Gorny_Slask;services;H;NO;NO;PKW;0;NO
11986;24;FL;90243.9;0.4500;0.1900;freelancer;no;0;?;480275;0;-165224;1;5;Lodz_Ziemia_Lodzka;sale;G;YES;NO;PKW;0;NO
11987;36;FL;132520.34;0.4500;0.0100;freelancer;yes;2;?;480275;0;-165224;1;7;Lodz_Ziemia_Lodzka;sale;G;YES;NO;PKW;1;NO
11988;60;FL;59105.69;0.4127;0.0100;freelancer;no;0;?;149076.49;0;85132.94;1;11;Kielce_Radom_Gory_Swietokrzyskie;services;C;NO;NO;PKW;1;NO
11989;24;FL;129141.46;0.4500;0.1900;freelancer;no;0;0;2900000;0;280000;9;12;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
11990;24;FL;134450.41;0.4500;0.1900;freelancer;yes;1;0;2900000;0;280000;9;13;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
