City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Talcher,3/9/2020,30.49,50.81,13.14,3.75,15.94,1.65,1.75,38.2,41.69,0.0,,,,
Mumbai,10/26/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2/22/2019,44.63,107.69,4.93,43.43,26.97,14.51,0.64,5.25,29.65,1.31,6.53,1.03,94.0,Satisfactory
Amaravati,12/14/2018,90.61,164.19,5.37,74.89,44.2,16.85,1.07,17.68,31.59,0.11,0.3,0.15,180.0,Moderate
Bengaluru,3/6/2015,,,5.94,15.04,12.71,6.3,23.53,16.03,31.55,282.83,43.33,,,
Aizawl,6/11/2020,,6.11,11.79,0.31,15.78,20.59,0.21,13.53,1.92,1.59,1.9,,,
Hyderabad,3/15/2019,48.94,121.89,4.66,35.69,22.04,14.58,0.57,9.87,32.17,1.41,9.95,4.2,104.0,Moderate
Kolkata,7/19/2018,16.16,33.09,9.08,28.22,37.31,6.39,0.76,1.01,17.28,4.43,5.84,,46.0,Good
Mumbai,6/7/2019,12.86,65.7,23.87,11.45,35.29,11.13,0.5,10.37,17.37,1.88,,,72.0,Satisfactory
Ahmedabad,10/2/2018,31.13,,26.73,177.13,106.35,,26.73,53.57,67.63,4.26,14.93,1.28,712.0,Severe
Hyderabad,8/10/2018,17.09,41.09,6.04,24.89,17.3,17.35,0.31,6.07,14.98,0.76,10.03,4.27,48.0,Good
Lucknow,6/25/2019,63.03,,7.51,27.36,20.11,31.32,1.26,5.08,34.39,0.85,2.8,,151.0,Moderate
Chennai,9/30/2018,64.87,,11.14,13.77,24.91,45.68,0.83,7.98,12.69,0.0,1.32,,157.0,Moderate
Amritsar,10/31/2018,49.3,143.96,27.24,22.59,46.82,13.69,0.01,6.08,21.03,13.24,2.35,11.31,140.0,Moderate
Bengaluru,3/24/2019,47.42,93.06,5.81,28.12,23.65,14.79,0.84,6.92,64.14,0.98,3.78,,120.0,Moderate
Ahmedabad,5/3/2019,86.07,,13.77,62.42,40.29,,13.77,96.27,41.5,4.19,32.43,7.13,315.0,Very Poor
Thiruvananthapuram,4/9/2018,20.2,39.62,1.7,9.04,6.2,4.61,0.86,4.92,52.8,,,,126.0,Moderate
Jorapokhar,8/15/2018,,116.96,6.93,7.39,,6.6,0.4,36.12,3.97,,,,120.0,Moderate
Delhi,5/15/2018,67.23,177.03,13.34,39.81,43.92,49.62,1.91,11.9,62.52,1.85,3.06,0.0,173.0,Moderate
Chennai,10/29/2017,62.08,,9.13,21.3,14.75,296.43,0.66,11.68,29.74,0.03,0.02,,113.0,Moderate
Ahmedabad,9/22/2018,22.62,,23.36,121.4,76.65,,23.36,42.11,,3.94,16.02,0.65,493.0,Severe
Hyderabad,6/22/2016,24.56,,7.98,11.26,19.25,,1.18,6.34,18.23,0.3,1.89,0.24,146.0,Moderate
Thiruvananthapuram,1/15/2019,70.43,105.47,2.58,8.18,6.35,6.13,0.01,19.25,69.94,,,,132.0,Moderate
Kochi,1/22/2020,46.54,113.87,21.86,84.84,99.99,27.89,1.25,7.01,19.69,,0.0,,,
Lucknow,8/15/2015,32.36,,3.76,9.07,6.24,,1.39,15.15,20.69,0.15,0.3,,82.0,Satisfactory
Amritsar,2/15/2019,16.68,45.69,17.87,14.11,31.98,5.34,0.0,,10.45,3.19,2.44,5.73,51.0,Satisfactory
Ahmedabad,4/12/2018,86.29,,16.35,60.84,41.88,,16.35,82.34,31.03,6.17,25.77,3.63,414.0,Severe
Jaipur,9/24/2017,58.92,103.16,11.7,38.77,,52.22,0.21,7.01,38.96,0.0,0.1,,118.0,Moderate
Bengaluru,8/30/2016,27.9,33.7,5.05,20.47,5.14,40.42,0.38,3.08,21.22,,,,57.0,Satisfactory
Delhi,2/8/2019,72.29,156.6,31.23,39.24,49.45,29.11,0.94,12.66,30.59,2.78,24.72,4.03,136.0,Moderate
Patna,9/7/2018,38.81,,20.27,58.4,27.41,,0.61,24.32,64.26,2.64,33.62,14.55,81.0,Satisfactory
Mumbai,7/17/2018,16.43,72.12,10.75,16.38,27.14,,1.22,11.99,28.73,0.52,,,80.0,Satisfactory
Amaravati,5/3/2020,21.42,54.69,1.45,4.25,3.44,8.33,,7.58,31.83,0.01,0.25,,52.0,Satisfactory
Chennai,6/3/2019,58.15,,7.38,11.26,17.26,16.79,1.22,8.53,79.9,0.03,0.97,,161.0,Moderate
Ahmedabad,9/4/2019,39.16,86.22,16.72,62.06,49.34,,16.72,48.32,77.97,2.14,32.05,0.52,401.0,Severe
Amritsar,2/16/2020,69.4,154.93,17.22,10.43,26.33,12.04,0.44,10.13,45.83,2.41,2.76,1.98,132.0,Moderate
Delhi,11/5/2019,190.41,296.98,32.28,44.32,53.16,33.01,1.43,13.17,39.23,3.75,28.54,0.68,385.0,Very Poor
Amaravati,3/30/2020,30.36,60.36,1.45,5.2,3.92,8.01,0.37,22.14,45.51,0.11,0.25,,58.0,Satisfactory
Gurugram,12/14/2018,79.02,146.35,17.5,44.44,52.65,,0.47,5.51,26.79,0.0,0.0,,189.0,Moderate
Chennai,1/8/2018,75.69,,7.85,16.08,13.71,140.2,0.0,14.31,48.76,1.07,2.86,,124.0,Moderate
Thiruvananthapuram,10/18/2018,16.07,30.33,2.9,4.4,4.19,2.98,0.84,5.69,8.91,,,,60.0,Satisfactory
Chennai,7/1/2015,83.72,,8.87,20.08,20.23,53.46,2.59,14.01,32.66,0.98,0.18,,201.0,Poor
Amaravati,9/18/2018,22.12,34.83,3.73,16.1,11.69,18.14,1.34,10.48,41.51,0.01,0.02,,89.0,Satisfactory
Jorapokhar,4/15/2020,46.85,118.68,23.73,11.38,,9.09,1.75,30.5,28.91,,,,113.0,Moderate
Ahmedabad,3/11/2017,,,,,,,,,,0.0,0.0,0.0,,
Bhopal,1/5/2020,75.17,125.76,10.56,46.67,33.5,22.43,1.1,3.36,37.47,,,,213.0,Poor
Talcher,2/5/2020,74.97,124.9,8.62,4.82,13.44,1.4,2.16,11.93,26.87,0.0,,,130.0,Moderate
Gurugram,11/27/2017,204.11,,9.91,22.46,20.76,,1.99,7.61,27.3,1.1,0.78,,365.0,Very Poor
Gurugram,7/21/2019,44.74,85.8,20.24,17.04,18.74,,0.48,14.79,33.8,1.99,6.0,,88.0,Satisfactory
Shillong,2/4/2020,49.49,63.41,0.92,2.97,1.33,3.04,0.56,9.26,38.52,0.48,0.13,,94.0,Satisfactory
Chennai,4/25/2016,61.78,,3.63,13.51,9.69,36.74,0.94,3.46,42.23,1.14,4.36,,130.0,Moderate
Visakhapatnam,12/9/2017,55.61,111.86,10.14,44.59,31.93,11.12,1.06,10.45,53.68,3.19,4.93,1.32,104.0,Moderate
Lucknow,2/13/2016,147.08,,6.05,13.14,4.22,,1.35,6.38,45.07,,,,319.0,Very Poor
Thiruvananthapuram,10/9/2019,15.64,34.77,1.0,4.8,2.6,2.03,0.9,1.73,29.73,,,,55.0,Satisfactory
Patna,1/25/2018,114.95,,7.18,22.0,10.36,,1.19,50.08,55.99,0.35,2.76,1.27,300.0,Poor
Mumbai,9/5/2015,,,,,51.49,,0.0,,,0.0,0.0,0.0,,
Thiruvananthapuram,9/14/2017,9.23,21.98,1.86,5.25,4.29,,0.93,2.97,7.69,,,,54.0,Satisfactory
Mumbai,12/10/2016,,,,,,,0.0,,,,,,,
Chennai,7/18/2015,48.36,,5.28,19.18,17.62,45.27,2.63,7.56,30.9,,,,190.0,Moderate
Amaravati,5/29/2019,38.7,82.24,1.45,16.29,9.94,4.22,0.48,15.76,42.04,0.14,1.06,0.11,83.0,Satisfactory
Kolkata,9/10/2019,20.96,43.09,3.85,12.27,15.97,16.92,0.39,3.36,27.4,12.24,12.76,1.34,49.0,Good
Jorapokhar,10/29/2019,60.84,111.14,8.89,9.11,,6.32,,4.92,43.44,,,,100.0,Satisfactory
Patna,2/9/2016,193.44,,34.27,28.69,62.96,,1.55,2.58,9.07,0.43,1.5,1.19,,
Guwahati,4/16/2019,42.85,56.26,3.8,16.64,24.06,9.93,0.55,16.33,44.77,1.02,,,90.0,Satisfactory
Chennai,2/15/2020,54.82,84.0,10.92,17.74,27.25,43.92,0.9,13.03,31.92,1.69,0.0,,121.0,Moderate
Thiruvananthapuram,3/10/2019,26.06,60.76,0.91,4.95,3.31,3.77,0.66,4.36,61.11,,,,83.0,Satisfactory
Delhi,2/12/2020,172.12,295.05,38.78,55.96,64.65,40.92,1.29,16.24,37.86,4.71,24.48,1.32,343.0,Very Poor
Ernakulam,6/12/2020,19.09,45.62,4.58,1.55,4.12,18.26,2.85,2.68,,2.06,7.36,1.98,115.0,Moderate
Gurugram,4/15/2016,109.9,,39.56,53.4,37.84,,1.81,14.57,27.98,,,,228.0,Poor
Chennai,9/7/2019,26.37,61.74,6.35,13.94,14.76,16.37,0.78,6.17,44.92,0.86,2.4,,105.0,Moderate
Gurugram,9/12/2016,35.4,,,,,,0.52,2.02,9.97,,,,59.0,Satisfactory
Guwahati,1/11/2020,165.55,242.79,72.6,13.16,133.26,19.26,1.87,12.96,18.02,1.15,,,331.0,Very Poor
Mumbai,2/27/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,4/16/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Brajrajnagar,4/23/2018,63.4,162.61,11.46,19.53,30.97,10.0,3.34,12.87,15.67,0.0,,,152.0,Moderate
Talcher,8/14/2018,17.98,,28.97,3.61,25.84,21.87,2.68,5.44,21.32,0.0,0.0,,111.0,Moderate
Ahmedabad,12/18/2018,238.42,,26.3,73.22,32.07,,26.3,34.63,63.89,4.08,32.34,6.94,381.0,Very Poor
Jorapokhar,8/1/2018,,86.96,6.96,7.03,,6.62,0.32,20.23,16.69,,,,83.0,Satisfactory
Kolkata,2/25/2020,82.03,136.88,24.71,53.5,78.26,35.78,0.75,8.34,16.49,13.44,21.46,2.75,237.0,Poor
Ahmedabad,10/18/2019,109.01,174.56,40.53,217.53,148.54,,40.53,,73.44,1.15,23.37,2.04,1124.0,Severe
Mumbai,11/22/2016,,,,,,,0.0,,,,,,,
Visakhapatnam,9/29/2019,27.57,78.88,34.87,29.53,44.05,6.92,1.19,13.16,12.48,4.48,12.92,3.67,89.0,Satisfactory
Ahmedabad,7/2/2019,44.75,114.84,24.72,119.51,88.78,,24.72,48.21,58.82,6.3,80.04,1.48,446.0,Severe
Lucknow,4/2/2019,107.33,,8.68,106.43,45.79,,1.5,9.21,38.18,1.17,3.08,,204.0,Poor
Patna,5/7/2019,79.01,,11.78,11.51,10.13,,1.43,43.9,72.09,1.77,15.36,6.39,210.0,Poor
Gurugram,8/22/2016,23.62,,,4.36,,,0.37,2.1,,,,,,
Jorapokhar,10/9/2018,,362.61,7.26,7.68,,6.55,0.0,,18.49,,,,307.0,Very Poor
Thiruvananthapuram,2/16/2019,36.43,65.73,0.9,6.59,4.18,4.68,0.73,7.9,69.86,,,,96.0,Satisfactory
Jaipur,3/5/2019,36.58,76.61,7.97,32.27,34.15,28.98,0.82,8.8,40.62,0.73,5.61,,102.0,Moderate
Hyderabad,9/17/2017,15.67,27.18,10.04,12.72,4.23,3.75,0.04,3.3,31.75,0.04,0.63,0.25,39.0,Good
Brajrajnagar,12/21/2019,64.93,140.68,25.56,17.85,36.32,82.58,0.94,5.98,28.69,238.14,,,126.0,Moderate
Mumbai,12/12/2015,,,,,124.51,,0.0,,,0.0,0.0,0.0,,
Mumbai,11/9/2019,27.12,73.34,18.64,31.47,50.12,13.91,0.8,8.97,14.44,6.41,,,82.0,Satisfactory
Gurugram,1/3/2017,276.39,,9.43,10.39,,,29.94,9.69,7.21,2.84,28.37,,446.0,Severe
Bengaluru,8/15/2015,18.04,,1.93,13.63,9.32,18.87,16.67,2.49,10.04,1.89,42.61,,176.0,Moderate
Jorapokhar,1/26/2020,48.99,156.13,7.47,6.23,,6.75,,22.42,57.7,,,,142.0,Moderate
Mumbai,12/16/2019,89.46,161.83,29.25,39.26,67.28,16.79,1.34,13.46,33.36,6.17,,,180.0,Moderate
Kolkata,7/12/2019,29.63,57.5,6.38,20.11,23.87,21.76,0.44,8.5,29.95,11.8,10.67,2.97,66.0,Satisfactory
Mumbai,12/10/2018,51.82,151.5,21.34,45.25,66.57,,1.79,17.96,49.03,1.38,,,137.0,Moderate
Jaipur,12/18/2018,42.37,114.26,23.73,39.21,53.39,16.3,1.31,11.59,39.36,1.54,8.16,,108.0,Moderate
Mumbai,2/29/2020,74.98,183.77,61.44,58.47,120.01,26.05,1.24,16.08,27.98,12.57,,,193.0,Moderate
Kolkata,12/15/2018,133.61,228.39,28.85,75.68,104.53,38.0,0.71,19.18,39.71,10.36,15.62,,291.0,Poor
Coimbatore,11/13/2019,37.83,47.3,10.56,26.77,37.34,3.39,0.45,14.87,44.47,0.0,0.0,,84.0,Satisfactory
Ernakulam,3/8/2020,27.59,52.22,0.13,7.0,7.01,0.02,1.35,3.57,,0.58,1.18,0.07,88.0,Satisfactory
Gurugram,9/17/2017,62.94,,1.0,20.66,,,0.97,4.87,30.88,0.04,4.43,,123.0,Moderate
Mumbai,6/24/2019,20.36,80.85,20.8,15.53,36.33,8.51,0.54,12.04,13.16,1.69,,,92.0,Satisfactory
Delhi,4/15/2019,54.84,187.59,29.69,41.92,50.81,29.21,1.28,22.2,42.3,2.74,25.15,0.8,163.0,Moderate
Visakhapatnam,11/14/2018,72.47,131.34,3.42,21.2,14.06,10.68,0.75,8.52,133.4,3.96,5.55,1.38,170.0,Moderate
Aizawl,4/27/2020,5.4,9.88,11.62,0.27,15.57,17.69,0.25,7.21,0.22,8.33,8.74,,19.0,Good
Chennai,1/19/2018,70.06,,12.12,20.38,17.57,108.54,0.64,29.85,52.91,1.71,2.9,,164.0,Moderate
Kolkata,4/12/2018,21.7,43.04,3.49,39.49,42.54,3.77,0.73,,43.72,5.33,1.76,,60.0,Satisfactory
Bengaluru,1/31/2020,46.36,102.88,5.39,37.62,35.68,14.39,1.05,8.97,47.97,0.65,4.32,,111.0,Moderate
Hyderabad,12/25/2017,76.47,144.94,8.37,56.9,36.68,24.11,1.13,8.51,38.5,3.98,21.63,4.73,163.0,Moderate
Visakhapatnam,4/6/2018,38.43,102.08,9.74,35.61,26.06,9.51,0.56,10.75,14.98,4.36,9.32,2.21,89.0,Satisfactory
Thiruvananthapuram,2/3/2020,38.13,68.97,9.36,24.45,20.58,14.4,1.04,7.37,47.23,,,,73.0,Satisfactory
Chennai,11/26/2018,81.75,,11.61,24.37,35.11,30.88,1.05,6.7,46.88,0.28,0.17,,211.0,Poor
Bengaluru,11/20/2015,13.89,31.44,6.84,12.14,15.35,23.93,1.72,2.5,4.56,0.74,1.48,,74.0,Satisfactory
Visakhapatnam,10/31/2019,63.19,109.0,25.5,42.84,43.48,12.52,1.0,18.43,37.39,3.85,8.31,2.32,101.0,Moderate
Bengaluru,4/26/2015,69.85,,8.6,14.35,19.55,15.8,1.22,15.91,123.32,,0.77,,82.0,Satisfactory
Bengaluru,11/15/2017,30.7,66.28,5.9,27.55,17.34,26.72,0.93,3.88,39.31,0.05,0.12,,66.0,Satisfactory
Lucknow,2/10/2017,112.25,,9.36,31.71,,,1.67,7.84,102.19,1.4,4.71,,264.0,Poor
Patna,6/27/2018,52.86,,24.63,67.25,35.66,,0.83,38.31,51.68,3.28,36.4,14.05,104.0,Moderate
Thiruvananthapuram,4/24/2020,15.73,38.65,3.5,7.8,9.99,5.83,0.43,5.51,30.46,,,,59.0,Satisfactory
Amritsar,9/13/2017,75.94,197.0,10.41,17.15,,18.04,0.83,8.82,4.83,1.32,1.98,18.2,159.0,Moderate
Brajrajnagar,8/23/2019,22.73,29.55,13.89,8.68,5.0,27.3,1.7,6.44,5.64,0.0,,,,
Bengaluru,4/11/2018,,63.33,4.66,24.34,43.24,,1.0,3.4,,0.0,0.76,,,
Mumbai,2/2/2018,,,,,94.33,,1.3,,3.77,0.0,0.0,0.0,,
Coimbatore,1/3/2020,30.71,43.01,1.03,57.52,59.02,10.82,0.3,6.8,18.95,0.01,0.0,,55.0,Satisfactory
Patna,7/23/2019,41.09,,20.1,73.0,31.1,,1.07,50.11,48.39,1.07,6.18,4.31,102.0,Moderate
Jaipur,10/8/2019,43.48,92.61,17.46,37.18,45.98,36.22,1.07,9.38,33.02,2.89,9.87,,105.0,Moderate
Amritsar,9/9/2018,,34.62,10.88,10.65,21.4,4.37,0.0,2.87,17.87,5.23,7.87,11.46,33.0,Good
Bengaluru,7/5/2015,19.43,,1.13,7.66,4.66,4.74,20.81,2.29,7.89,0.16,8.67,,225.0,Poor
Patna,10/5/2019,65.32,,28.39,85.02,39.17,,1.8,52.3,,,,,114.0,Moderate
Ahmedabad,1/27/2019,52.79,,18.13,59.21,24.19,,18.13,37.29,,4.07,32.34,6.93,430.0,Severe
Amritsar,4/7/2020,,,,,,,,,,,,,,
Thiruvananthapuram,1/14/2018,38.06,53.93,1.91,10.5,7.08,6.23,1.25,4.52,56.36,,,,120.0,Moderate
Lucknow,9/19/2016,55.18,,13.83,26.15,,,1.84,7.16,20.33,0.53,0.25,,89.0,Satisfactory
Hyderabad,9/6/2019,11.92,26.23,3.32,12.37,8.05,13.51,0.28,7.28,14.98,0.08,0.67,0.06,34.0,Good
Patna,7/14/2018,42.91,,21.59,76.62,32.93,,1.1,78.96,64.46,3.05,35.86,16.1,100.0,Satisfactory
Patna,8/24/2019,24.31,,32.29,26.56,31.8,,1.16,48.39,45.82,1.23,7.77,5.78,92.0,Satisfactory
Lucknow,8/21/2016,21.64,,5.02,16.3,,,9.89,5.78,21.66,0.34,0.3,,125.0,Moderate
Visakhapatnam,9/26/2018,34.19,104.24,16.91,38.97,34.49,8.2,0.65,3.82,22.36,5.61,11.4,4.23,98.0,Satisfactory
Amritsar,1/22/2020,21.05,40.05,9.72,10.07,19.58,11.92,0.8,7.78,39.9,1.59,1.84,2.0,63.0,Satisfactory
Delhi,4/21/2016,92.74,265.56,13.43,42.87,50.67,20.52,0.88,19.87,103.07,2.82,5.38,,291.0,Poor
Delhi,8/2/2016,43.55,55.33,24.58,34.87,56.3,34.99,2.69,8.23,91.54,2.99,19.32,,121.0,Moderate
Coimbatore,12/25/2019,25.47,29.67,1.85,38.57,40.44,1.03,0.95,0.69,26.17,0.02,0.0,,68.0,Satisfactory
Chennai,4/3/2017,44.33,,2.81,9.79,6.71,,0.02,5.23,38.56,0.07,0.0,,71.0,Satisfactory
Ahmedabad,11/30/2016,,,,,,,,,,0.0,0.0,0.0,,
Ahmedabad,3/31/2018,121.0,,14.95,93.59,56.81,,14.95,119.43,50.94,9.17,34.15,4.39,1434.0,Severe
Ahmedabad,3/18/2018,116.54,,45.17,140.86,103.35,,45.17,118.35,10.65,11.53,66.97,9.89,1210.0,Severe
Coimbatore,12/14/2019,23.77,26.0,55.71,,0.0,,0.87,1.05,19.71,0.02,0.0,,60.0,Satisfactory
Gurugram,3/28/2019,86.86,195.91,6.05,8.7,7.63,,0.3,17.8,28.29,0.0,0.0,,193.0,Moderate
Gurugram,5/4/2019,83.48,194.57,27.13,30.37,56.6,,0.84,3.9,45.01,0.0,0.0,,147.0,Moderate
Guwahati,5/22/2020,8.42,37.4,0.84,5.04,3.08,1.12,0.26,14.84,37.79,0.0,,,45.0,Good
Thiruvananthapuram,10/9/2018,15.1,26.27,2.74,9.25,7.12,2.6,1.01,5.59,11.0,,,,64.0,Satisfactory
Bhopal,2/17/2020,38.03,135.71,13.08,57.99,41.47,14.98,1.26,26.67,50.86,,,,120.0,Moderate
Talcher,2/14/2019,129.55,567.83,31.84,,27.07,7.46,3.69,25.38,14.16,0.0,,,570.0,Severe
Jaipur,2/23/2020,51.39,104.68,4.25,33.67,30.65,24.34,0.83,12.87,61.16,2.39,4.81,,107.0,Moderate
Coimbatore,6/21/2019,30.91,41.09,11.92,11.82,22.0,25.32,1.37,16.35,32.98,0.0,0.0,,,
Delhi,5/4/2020,26.63,60.59,12.86,16.95,20.79,31.35,0.72,11.92,50.56,1.14,9.98,0.0,92.0,Satisfactory
Gurugram,1/18/2017,251.06,,2.56,10.46,,,0.9,7.66,11.53,3.24,32.4,,380.0,Very Poor
Coimbatore,6/16/2019,24.54,31.41,6.23,4.1,10.33,6.65,1.11,9.0,22.96,0.02,0.09,,62.0,Satisfactory
Talcher,4/27/2018,20.11,97.93,32.97,8.17,34.1,31.23,1.52,39.12,21.48,0.0,0.0,,101.0,Moderate
Hyderabad,11/21/2017,44.65,87.99,10.73,39.07,28.86,15.12,0.81,8.34,40.93,5.34,21.33,6.5,106.0,Moderate
Patna,4/8/2018,88.22,,6.25,15.41,7.96,,0.93,53.89,71.69,0.15,2.47,1.69,241.0,Poor
Bengaluru,5/9/2019,51.42,94.86,17.94,30.32,35.49,19.28,1.36,4.4,37.92,1.75,4.89,,106.0,Moderate
Amritsar,9/2/2017,27.65,70.89,10.45,12.53,,10.74,0.7,5.59,7.36,2.55,0.97,17.52,62.0,Satisfactory
Bengaluru,4/23/2019,37.08,77.31,7.76,32.12,28.78,16.05,1.31,4.42,57.49,0.81,2.48,,112.0,Moderate
Jorapokhar,2/27/2018,,127.78,10.16,9.04,,6.86,0.36,,37.54,,,,131.0,Moderate
Ahmedabad,10/13/2016,48.23,,11.09,9.01,19.25,,11.09,18.51,18.52,0.01,0.02,0.0,236.0,Poor
Ahmedabad,2/20/2017,,,,,,,,,,0.0,0.0,0.0,,
Jorapokhar,8/24/2019,11.0,26.48,8.72,9.43,,6.22,2.06,3.67,15.89,,,,112.0,Moderate
Jaipur,10/23/2019,73.4,164.0,67.61,66.43,112.9,61.36,1.43,13.83,30.96,7.03,25.1,,193.0,Moderate
Jorapokhar,11/26/2018,,458.18,7.42,7.63,,6.65,0.0,70.85,13.01,,,,400.0,Very Poor
Mumbai,4/19/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Patna,8/26/2018,55.12,,20.01,52.77,25.81,,1.17,24.33,43.9,3.03,42.18,15.04,107.0,Moderate
Jaipur,8/24/2018,29.88,66.95,13.38,20.67,30.28,11.54,0.6,8.77,19.43,0.88,11.69,,87.0,Satisfactory
Amritsar,11/10/2019,84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2.0,140.0,Moderate
Delhi,10/29/2016,350.39,516.59,208.23,162.5,167.24,79.24,2.65,54.38,139.22,13.02,60.08,,554.0,Severe
Mumbai,9/1/2019,9.75,32.99,25.25,10.74,35.69,11.7,0.65,11.02,10.84,1.49,,,62.0,Satisfactory
Patna,12/8/2016,175.96,,35.83,27.05,62.9,,2.11,6.79,10.99,0.23,0.72,0.49,356.0,Very Poor
Jaipur,3/30/2018,60.9,165.81,11.89,35.24,42.69,19.86,0.72,11.24,66.68,0.59,1.38,,151.0,Moderate
Lucknow,12/9/2015,385.13,,71.62,18.69,6.24,,2.77,11.19,47.33,18.77,50.32,,532.0,Severe
Bengaluru,11/14/2017,26.94,65.86,8.67,30.57,20.53,26.59,0.91,4.15,37.68,0.01,0.0,,68.0,Satisfactory
Hyderabad,1/2/2016,71.44,111.72,8.97,16.6,23.98,10.46,1.15,8.39,38.01,1.48,8.14,0.95,211.0,Poor
Lucknow,9/30/2017,77.33,,6.96,31.24,28.62,7.72,0.95,7.67,29.65,2.51,3.59,,135.0,Moderate
Visakhapatnam,1/30/2020,45.58,105.92,16.23,45.59,33.98,11.03,1.03,15.64,24.76,4.23,9.71,2.26,105.0,Moderate
Shillong,4/29/2020,,,,,0.0,,0.0,,,0.0,0.0,,,
Visakhapatnam,3/21/2018,60.63,120.63,14.38,46.99,36.83,14.27,0.76,22.86,10.8,5.29,9.51,3.03,107.0,Moderate
Gurugram,3/25/2017,23.44,,5.76,11.89,,,0.52,14.78,58.81,0.02,1.91,,122.0,Moderate
Patna,12/6/2018,262.16,,18.95,61.62,27.46,,2.86,24.78,,4.11,27.24,15.11,420.0,Severe
Jaipur,9/8/2018,29.7,66.71,11.65,18.53,27.38,14.45,0.73,10.5,25.61,0.6,5.1,,89.0,Satisfactory
Chennai,1/11/2020,39.81,71.75,11.64,18.69,30.05,58.71,0.79,10.03,27.22,0.8,0.03,,72.0,Satisfactory
Brajrajnagar,1/7/2019,115.3,175.98,17.55,28.26,40.47,62.08,3.04,15.34,7.3,12.01,,,278.0,Poor
Mumbai,4/23/2019,18.09,71.69,42.5,22.31,64.82,,1.84,24.63,32.45,0.27,,,97.0,Satisfactory
Bengaluru,4/19/2015,17.66,,1.85,6.58,5.89,21.93,0.48,2.49,81.34,,0.48,,135.0,Moderate
Visakhapatnam,6/25/2017,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Patna,7/26/2015,,,27.59,14.97,42.43,,1.96,3.64,6.05,0.25,1.85,0.64,,
Kolkata,12/19/2019,68.66,150.99,10.59,38.67,49.18,21.81,0.67,15.32,38.31,19.11,28.69,1.53,145.0,Moderate
Lucknow,9/20/2019,33.75,,7.97,22.21,18.19,11.25,1.01,5.28,19.91,1.46,5.77,,86.0,Satisfactory
Bhopal,3/7/2020,31.08,136.03,3.96,25.61,16.93,10.92,0.59,12.4,73.08,,,,126.0,Moderate
Chennai,8/25/2018,55.14,,9.56,16.2,25.76,61.54,0.77,13.19,6.0,0.0,4.6,,106.0,Moderate
Chennai,11/26/2015,36.82,,4.97,8.01,11.06,68.35,0.99,4.03,65.25,,,,107.0,Moderate
Lucknow,10/19/2018,123.98,,23.5,51.55,46.77,49.25,1.31,4.73,28.91,0.41,0.54,,294.0,Poor
Bengaluru,10/16/2016,32.41,155.04,20.35,47.09,0.0,,0.0,7.07,23.11,,,,73.0,Satisfactory
Ahmedabad,6/9/2016,,,,,,,,,,,,,,
Talcher,3/26/2018,93.41,244.58,22.13,18.51,26.93,11.43,1.84,38.31,42.6,0.0,0.0,,148.0,Moderate
Ahmedabad,10/10/2016,70.34,,11.25,7.1,18.35,,11.25,12.49,20.13,0.0,0.0,0.0,232.0,Poor
Bengaluru,1/9/2016,79.8,74.11,57.18,64.04,86.73,21.32,0.79,14.65,10.66,2.62,0.55,,143.0,Moderate
Chennai,1/17/2017,80.76,,5.57,16.2,12.54,,0.0,5.18,49.91,0.07,0.02,,137.0,Moderate
Patna,3/19/2019,86.48,,16.98,120.75,41.57,,1.45,39.62,93.17,1.51,15.84,4.76,206.0,Poor
Jorapokhar,12/27/2017,,145.69,9.37,10.43,,6.98,0.32,50.32,28.59,,,,132.0,Moderate
Mumbai,6/21/2018,22.86,82.67,12.38,9.35,21.72,,1.15,17.32,40.96,0.39,,,71.0,Satisfactory
Kolkata,2/26/2020,40.94,84.42,22.93,40.31,63.34,32.19,0.51,11.03,27.21,6.73,17.84,1.77,116.0,Moderate
Ahmedabad,9/2/2016,47.67,,9.63,8.39,18.02,,9.63,16.95,18.89,2.41,6.07,1.07,222.0,Poor
Delhi,8/6/2019,30.04,57.31,19.57,34.68,37.25,42.32,1.14,8.26,22.91,2.53,24.25,0.96,99.0,Satisfactory
Ahmedabad,1/20/2015,,,7.92,26.8,32.4,,7.92,58.87,56.37,0.24,0.01,3.97,,
Patna,2/22/2017,,,,,,,,,,,,,,
Amritsar,4/10/2018,34.87,97.24,,2.45,,6.23,0.99,5.9,,,,,96.0,Satisfactory
Chennai,11/29/2018,46.73,,9.87,18.07,27.3,34.41,0.87,6.72,35.7,0.11,0.68,,90.0,Satisfactory
Ahmedabad,4/11/2020,30.18,74.99,3.06,34.81,19.26,,0.45,25.09,39.0,8.52,51.18,6.71,89.0,Satisfactory
Bengaluru,3/27/2018,19.85,72.36,7.68,34.2,23.6,,0.78,6.99,73.5,1.58,1.04,,87.0,Satisfactory
Ahmedabad,8/8/2015,37.09,,7.22,20.21,27.42,,7.22,8.66,7.94,0.86,2.98,0.16,175.0,Moderate
